artist,album,track,uri
Healy,Phantoms,Phantoms,spotify:track:4au0dxNCyXq5X3xHSmgSdh
Disclosure,The Mechanism,The Mechanism,spotify:track:6extgyeYdF9MW3gBe91rY4
Jhené Aiko,None Of Your Concern,None Of Your Concern,spotify:track:339jS79W2wm8aQPozbdOJW
Elujay,Circmvnt,1080p,spotify:track:3kjB9p5GpyOfSnsQeBzpZb
Anne-Marie,Karate EP,Gemini,spotify:track:3ykv9c1SaAgm6dRFXmuaX9
A$AP Ferg,Floor Seats,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",spotify:track:5oady7OSE7dH7LHiqmb3Cr
Injury Reserve,Floss,S on Ya Chest,spotify:track:1vup3vAmSmFLxSIzGOM38V
Rico Nasty,Roof,Roof,spotify:track:1uX18gfpzbP8iLaOjy6p3V
Culture Blue,Red Letters,Connect (feat. Rocky G),spotify:track:7fjwQdZH4QuOBW5bUgwbhq
YAZ,Mr Valentine,Mr Valentine,spotify:track:2E51gp6rrOPtfvmrk6wIL5
Mura Masa,e-motions (with Erika de Casier),e-motions (with Erika de Casier),spotify:track:5g1IxCinEawQcerAMrs2tU
Phony Ppl,Yesterday's Tomorrow,End of The niGht.,spotify:track:2p4ARx5nk3b9Jh07ivQR1c
Sammy Rae & The Friends,The Good Life,Kick It to Me,spotify:track:5omukHtcJduzkSfOlze4iB
Duckwrth,Had Enough,Had Enough,spotify:track:1SYAIGgec3CYyBVEx54yPV
Gaidaa,Overture,Falling Higher,spotify:track:5PGop05az1aIQsb10YW5Ex
Erika de Casier,Still,Test It,spotify:track:1UMAHQ2G23kmost9bTNv26
extremely bad man,Love Is Pure,Saturday,spotify:track:2XzTfbvUZlZELFEDsUdOXk
Yaya Bey,me and all my niggas,me and all my niggas,spotify:track:1V5LZEDXnCctyA2G4NNjsg
Smino,blkswn,Amphetamine,spotify:track:3Zau3JcrZcBfw8aVjKGkSX
Lianne La Havas,Bittersweet,Bittersweet - Radio Edit,spotify:track:7CNtRYYyhNJKXFr2bQ5rv2
Cashmere Cat,9,Trust Nobody (feat. Selena Gomez & Tory Lanez),spotify:track:2wDjpPW3HZdA9quPPmZAMu
Matty,Déjàvu,I'll Gladly Place Myself Below You,spotify:track:7fpEayIv2yPcLnbiRLDMWn
Daley,Days & Nights,Look Up,spotify:track:1zEG1QreT9JcwqfC4XpVlC
Ivy Sole,Call Me,Call Me,spotify:track:4rUdqA4ognF4rwurnCRedq
Anderson .Paak,Malibu,Come Down,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp
Wavves,No Life for Me,Nothing Hurts,spotify:track:3ucXlBK1egY16SgkvdngzE
Eloise,Drunk On A Flight,Vanilla Tobacco,spotify:track:17wRNRiO8LZLP79mf8Fri7
Saba,Ziplock / Rich Don't Stop,Ziplock,spotify:track:2RmENPt0yPmU09BKjKC26M
KingTrey,Right On Time,Right On Time,spotify:track:336aFLXsJPNTl2EIPUBMsQ
Greenscreen,Greenscreen,Food,spotify:track:1mLFbPbqpKvMkEtlCmcniK
Ari Lennox,age/sex/location,Pressure,spotify:track:3JfhLEO8qB9qZr9xIefh5m
Mr Jukes,God First,Somebody New,spotify:track:2KhgIvDKgmm1HWYUFTpoet
EXO,EX'ACT - The 3rd Album,Monster,spotify:track:6lM6yIDZ7kxFsgQCCfaLE2
JPEGMAFIA,LP!,"SICK, NERVOUS & BROKE!",spotify:track:2SRLd3XhmyP2wwQKVRDDy4
Kendrick Lamar,"good kid, m.A.A.d city",Money Trees,spotify:track:2HbKqm4o0w5wEeEFXm2sD4
Cookiee Kawaii,The Jersey Club Queen,Bring It Back,spotify:track:05QirBjrYUQcw7MYfX3Z36
Kanii,tell me,tell me,spotify:track:6CI16mxAWyzW1pMpCV4Qfw
Vansire,Metamodernity,Metamodernity,spotify:track:4RGWHfQeJftd5XrP8JUgFj
Macabre Plaza,Dinner with an Old Puppet,A Devil Peeking over the Bushes in My Backyard,spotify:track:2u4cfqSAiygsKzNaQeZBKf
Bobby Dreamz BIG,Joyride,Joyride,spotify:track:4BT3cWxIubxCawVeiXxo5B
Charlotte Day Wilson,ALPHA,Lovesick Utopia,spotify:track:6TbhonqDlNHgLLCKGNpErO
Konyikeh,Sorrow,Sorrow,spotify:track:1WT2QEI4bRpjMX5sDmtbab
Saba,Bucket List Project,Photosynthesis,spotify:track:3DlgDXIYtnWtJKiB8bZQMv
duendita,One of One,One of One,spotify:track:1glyXSXED2SPGTZzcGnS2D
The Marías,Drip,Drip,spotify:track:5H8BPBnmDDeocTGbwCmYWm
Kenny Beats,LOUIE,Last Words,spotify:track:1rOKAsJZJDIikOKDeUfPRV
Yves Jarvis,Nerve For The Ages,Nerve For The Ages,spotify:track:2fzK1mbS6V9UXQQ8reSjXH
Steve Lacy,Apollo XXI,In Lust We Trust,spotify:track:2QBTZXuc6t4TqqN2W5gUhF
"quickly, quickly",Easy Listening,Colors V2/Music,spotify:track:4PiGIo0pD4kBnTjrnnXYgZ
Erick the Architect,Future Proof EP,Die 4 U,spotify:track:04eYJI046brfwBusuyPP6c
Buddy,Harlan & Alondra,Trouble On Central,spotify:track:3tsFWhe45D6CGFSMA77T3B
Tom Misch,Quarantine Sessions,Gypsy Woman - Quarantine Sessions,spotify:track:1WULiiBUBuJa1Jt5lCsrzR
Disclosure,Settle,White Noise,spotify:track:1wap9wHVL6wzhmQOuyhwMH
JEMS!,GEMS IN THE CORNERSTORE II,CREEPIN,spotify:track:6TxQsMcIErxCb9gNJST03H
Lauren Faith,LET GO LET GOOO,LET GO LET GOOO,spotify:track:7idRGEhuNircZRdZgHJ8a3
slowthai,MAGIC,MAGIC,spotify:track:7vxuYx5faAjfHqAEq2xZGs
Joe Armon-Jones,Turn to Clear View,Self: Love,spotify:track:5d2FyrLzlThWrBW2LDmyR4
Gallant,Haha No One Can Hear You!,Haha No One Can Hear You!,spotify:track:0heN9cMWnihHKO1Opk9krk
UltraViolet Catastrophe,Chroma,Chroma,spotify:track:13MAN24S9mvtTLHn3qUh6J
Zack Villere,Little World,Sand People,spotify:track:45uDtD6s3y0V4tkWZrPDXy
Her's,Songs of Her's,Cool with You,spotify:track:5wv2XK6ms7KBBVDD1cOwlx
Amaarae,"roses are red, tears are blue — A Fountain Baby Extended Play",sweeeet,spotify:track:2JYkxci5sPATaiojzWfCnQ
Bad Bunny,nadie sabe lo que va a pasar mañana,FINA,spotify:track:3nNmRE0DxHC6ZaKkrpUumS
Trippie Redd,A Love Letter To You 2,Bust Down,spotify:track:3vWxQ6wOfMr8zH1u7pVFI6
SamRecks,SUMO,SUMO,spotify:track:4EKJDqxtPUGPs6MbmWF3WR
Dana and Alden,"Coyote, You're My Star",Return of the Coyote,spotify:track:1VgTGhcvH2ic3hKYvdcnDW
Danger Incorporated,Birds Fly By Night,On My Block,spotify:track:3s3amX8CzgGu5fnno8j5Sp
Hoody,HANGANG,HANGANG,spotify:track:6nSHtgTH5a959xPucs6Ilb
Lil Kapow,BLACKOUT,BLACKOUT,spotify:track:29hrQIClzqNqMPO4bVWcjI
Inner Wave,Eclipse,Eclipse,spotify:track:4YLTFu7iyC3q34dvf5hRDq
Wallows,Calling After Me,Calling After Me,spotify:track:2WGcpz55A2vrvh6foEGCNL
The Beatles,Revolver,Eleanor Rigby - Remastered 2009,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q
Jerry Paper,Like a Baby,Everything Borrowed,spotify:track:45FZDsW4qKgHjGleog9QA2
stoop lee,E1: Okan,Stooprok,spotify:track:73CZ20ymN6tdQtAWEHmrsF
Souly Had,B.L.I.S.S.,Overrated,spotify:track:3lRhAvgOzmzHOXqzbNJduS
Shafiq Husayn,The Loop,On Our Way Home,spotify:track:6H9YkBJPj4gb21Tm8BPALj
Finn Foxell,Good Tea,Piece of Mind,spotify:track:16hFwhatFJaziigS0rzJpQ
Tomi Agape,Never Gunna Be the Same,London,spotify:track:0GScClMG7w5PZ4XCB5ViNu
TAEMIN,The 1st Mini Album 'ACE',괴도 (Danger),spotify:track:44palAfzZo0q2L5gOoXaOp
Pearl & The Oysters,Flowerland,Candy,spotify:track:40eVHEXIMEvhIHyLHzQ9Zx
Mura Masa,hollaback bitch (with Shygirl & Channel Tres),hollaback bitch (with Shygirl & Channel Tres),spotify:track:2LFLXzQe95ViTXZeq1WRdx
JGrrey,Ugh,Half Full,spotify:track:6lyeeYBZZL629AAeC7CRiU
Doechii,she / her / black bitch,Swamp Bitches (with Rico Nasty),spotify:track:2aOG6jVZnTqZwEhjGTcFMM
Mac Ayres,Magic 8ball,Nothing Else,spotify:track:5ZDqduedfazFVUhLAmlbBe
Tropez,Thinkin Bout You (Cool Company Remix),Thinkin Bout You (Cool Company Remix),spotify:track:09tVPFZUha3R5gB1csLrhf
Teezo Touchdown,How Do You Sleep At Night?,UUHH,spotify:track:7sRWSZHTZNdd8cZ0EOSVyK
Hannah Williams,Late Nights & Heartbreak,Late Nights & Heartbreak,spotify:track:5JtgrxeDRTTcBsYwKoYb8v
Jordan Rakei,Friend or Foe,Friend or Foe,spotify:track:5PM4EyvM68K8XA0UCmWpLF
Roy Blair,Chasing Moving Trains,Hummingbird,spotify:track:70I4o2N1z1zF0zOkXMWnVw
Flume,Flume,Holdin On,spotify:track:6Dlxe3jBXiHaJxqBFGrXmu
Carter Ace,I Think I'm Normal,I Think I'm Normal,spotify:track:3eDH2cJuiZPibbBzkoF1Cw
J. Cole,Snow On Tha Bluff,Snow On Tha Bluff,spotify:track:1oOEkBNp4zWnkD7nWjJdog
WESLEYFRANKLIN,VENETIAN WINDOWS,VENETIAN WINDOWS,spotify:track:0v5Q7180Oeo9McBKHgBatB
Lou Phelps,Touché,Touché,spotify:track:3kjBpFB5bLhWWC1OTJhMMU
Cezinando,Barn av Europa,Usynlig,spotify:track:4jyWA5CZuFPoKro9d8uf2d
Inner Wave,wya,Six AM,spotify:track:5ac9xtBIyhpsPqqH7dBVQ2
Stevie Wonder,Songs In The Key Of Life,Sir Duke,spotify:track:4pNiE4LCVV74vfIBaUHm1b
The Foreign Exchange,Authenticity,Don't Wait,spotify:track:2YI89pMhVrDiBCJYpzHjSC
Little Simz,NO THANK YOU,No Merci,spotify:track:552lBxKLGjerBDS8VYHOJn
Tkay Maidza,"Last Year Was Weird, Vol. 2",24k,spotify:track:0F2gXzgbzLvK9LrS7yKS8Q
tobi lou,Live on Ice,Favorite Substitute (feat. Ryan Destiny),spotify:track:3HxVfeNEAH2RWMoYbDwbKF
LION BABE,Begin,Treat Me Like Fire,spotify:track:3XRosKfSgFSDIb6YVpApIl
BJ The Chicago Kid,1123,Get Away,spotify:track:0sfDMsYTbwKYNSqd7SPqRn
Ari Lennox,Pedigree,Pedigree,spotify:track:4dzbGvxqQ1DsF6m6RUlPwg
Shakka,When Will I See You Again,When Will I See You Again,spotify:track:3T9EW0MN5nyXi7qbKWaOMq
judith,ugh!,ugh!,spotify:track:3CHJC8N9seH3rjVhwGvkSW
Erykah Badu,But You Caint Use My Phone,I'll Call U Back,spotify:track:6zfVYM5Nne0EzpjzYfJKwp
BROCKHAMPTON,1999 WILDFIRE,1999 WILDFIRE,spotify:track:1t4pPnbkOjzoA5RvsDjvUU
Adi Oasis,Lotus Glow,Le Départ,spotify:track:0FTpFi1BlqoBVELlh7jK50
Tom Tom Club,Tom Tom Club,Lorelei,spotify:track:4qpYMHU0JWyhX56M9J82Dn
Alberto Baldan Bembo,Nostalgia Per Eva,Nostalgia Per Eva,spotify:track:1ZRRKuLprDYZ5h8QymqKb9
emawk,18,18,spotify:track:4IT7xj4YZX18jz4esFlUVe
Tierra Whack,Whack World,Flea Market,spotify:track:5Gnx5bNAglWcclJkuJnrys
Dan Kye,Small Moments,Focus - SE Edit,spotify:track:43B6ybhV5xIH5JRippvh15
Smino,Trina,Trina,spotify:track:1Np92e0PSE4OzqZyGFTOsh
Hotel Ugly,The Ballad of Eddie Jabuley,The Ballad of Eddie Jabuley,spotify:track:5aJOyuvqhcCRpaUCubwXk9
Juice Cuice,Encore,Encore,spotify:track:20NOeP4HRTOUrjQSoRTjBH
p-rallel,I'm So High (feat. Tamera & Toddla T),I'm So High (feat. Tamera & Toddla T),spotify:track:1KFfz8hnfidxkvFjyUqvGn
Salami Rose Joe Louis,Zdenka 2080,Cosmic Dawn / Eighth Dimension,spotify:track:4aTWEZ7f71SeAB5SS8wakt
Icee Red,FWT,FWT,spotify:track:1SYt4DjJdoSs7W4fB6aLKd
Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),spotify:track:15HMh4yxdf4wyxSZSlOgGZ
Rae Khalil,FORTHEWORLD,benny!,spotify:track:6hDJWLmPebVbFrDC9hw1Ry
Ariana Grande,MONOPOLY,MONOPOLY (with Victoria Monét),spotify:track:6tsOcBnaKgzK22yEiqRh8P
Jack Harlow,Loose,SUNDOWN,spotify:track:0ipgd8PPFza3NNmN3Rn2uF
Vulfpeck,Fugue State,1612,spotify:track:39rHfrVqCX6A55GF7uOZSC
Ben Hughes,MANHA,Manha,spotify:track:0OgyEjrSvZHSLHXLsVMBnr
Yazmin Lacey,Not Today Mate,Not Today Mate,spotify:track:5UQhTk7Pn3ZpXrqnYgJpPm
Tom Misch,Water Baby,Water Baby,spotify:track:1T9z3F2gPTTpi3r8gmy6il
A$AP Rocky,TESTING,Purity (feat. Frank Ocean),spotify:track:2MF4HtZHBoUliOi9nOAbS0
Little Simz,NO THANK YOU,Gorilla,spotify:track:0pJO1tc1GpnxFyQp6Zp82r
Ghetto Sage,Häagen Dazs,Häagen Dazs,spotify:track:0i1qCBWE1JbfbCBPAofuHT
Drake,Take Care,Marvins Room,spotify:track:2z3htsNRuhDN923ITatc56
Planet Giza,Ready When You Are,THINK OF ME,spotify:track:0965uWewv2fb21pL7dt3oR
((( O ))),((( ~ ))),Higher,spotify:track:0Rtf1PWeXnQLsFFyOcQrnk
Yaeji,One More,One More,spotify:track:31FUO6PYWcal7MF4EqSdLs
Portugal. The Man,Censored Colors,Created,spotify:track:7LYkMp9sUHtvTX0fkIZTHc
Madison McFerrin,You + I,TRY,spotify:track:1htTRt6dZPPeqduos5PAmC
Monjola,Smile,Smile,spotify:track:7EoqyiXqNAiRhEsLiLjncu
Jamie Isaac,Next to Me,Next to Me,spotify:track:1q1wxTHRtt7TR9GJhhZA8b
Tame Impala,The Slow Rush B-Sides & Remixes,The Boat I Row,spotify:track:1HVYQj4liQb1QOygBfjZqV
Alicia Keys,Songs In A Minor,Fallin',spotify:track:0KQx6HOpJueiSkztcS0r7D
Rapsody,3:AM (feat. Erykah Badu),3:AM (feat. Erykah Badu),spotify:track:5rnAG9S1dqU79m7HqTw688
Justin Bieber,Changes,Available,spotify:track:1b6tPXXCV2fSNtR3SKWUQA
Flume,Skin,Say It (feat. Tove Lo),spotify:track:4sQMalN597HdggTu196aL0
Berhana,Berhana,Grey Luh,spotify:track:1x1BKrrpq7CfOZPBeUsx16
Little Simz,Sometimes I Might Be Introvert,Woman,spotify:track:60GM1mA58L7SYD1bLQXBho
PinkPantheress,Break It Off,Break It Off,spotify:track:0DwVfCYLrVXgvejYbWwZAd
Miguel,Kaleidoscope Dream (Deluxe Version),Adorn,spotify:track:5hJFhO9dvhJoDvUZZ9iWSw
Nemahsis,stick of gum,stick of gum,spotify:track:7DvOMvKBZESff6Etf0v9MY
JPEGMAFIA,Puff Daddy,Puff Daddy,spotify:track:33omqR79fIXhaqdO4kQFAz
Miley Cyrus,Bangerz (Deluxe Version),#GETITRIGHT,spotify:track:1u6GCyU5atrzrAqwC55og1
CA7RIEL & Paco Amoroso,BAÑO MARÍA,AGUA,spotify:track:0gTyeWsGE071NCvkq36roh
Disclosure,Omen,Omen - Radio Edit,spotify:track:78EQ5LZGgviMU9k0zrqv1r
Kenya Vaun,Overrated,Overrated,spotify:track:70Kv6vWsCZeQryTBebFvbX
Harvey Causon,Vertebrae,Vertebrae,spotify:track:4F55mckG3RhnUgNErA1zwZ
Justin Timberlake,Justified,Señorita,spotify:track:0aj2QKJvz6CePykmlTApiD
Kali Uchis,Muñekita (with El Alfa & JT),Muñekita (with El Alfa & JT),spotify:track:4PzxlHzDM3bDafkHjg1XCX
Anna Wise,As If It Were Forever,Abracadabra,spotify:track:4sDvfEUH3NMH6Yet8V5rAD
ARTHUR,Woof Woof,Sweet Memory,spotify:track:3dWNxcNW2N0mXTHoFQq2yI
klark sound,Ballad for Alex,Ballad for Alex,spotify:track:7ApfA4jbmBvcQfOZ03pjEI
Victoria Monét,JAGUAR,Dive,spotify:track:0X0MCiE18F0xztZ6G6lQuz
Portugal. The Man,Feel It Still,Feel It Still,spotify:track:7FESgYLcOufHqKlwrvJN60
Flozigg,One Night,One Night,spotify:track:15ZxSLwa0IAPbwz1R9i7RQ
Anaïs Cardot,Colors,Colors,spotify:track:7N3wyYCiyIEMsFdaL9BcRF
KAYTRAMINÉ,KAYTRAMINÉ,Rebuke,spotify:track:4doxCAkqckpGTasPN6ByUu
¿Téo?,Final Step,Final Step,spotify:track:1ifhyypscRNLhEvXkv0zEU
Ruthven,Don't Keep It To Yourself,Don't Keep It To Yourself,spotify:track:4MtRSeQQGAFKNojH638urE
Doechii,Oh The Places You’ll Go,Yucky Blucky Fruitcake,spotify:track:1j3SdMJfeRJXycCp50boYE
QUIN,Sticky Situation,STICKY SITUATION,spotify:track:2MIeCVwGGNj92InDRtJQrV
Mac Miller,Live From Space,In the Morning,spotify:track:4tph7twTQ2WSXfSG5Y25Cp
Moods,Treat U Good,Treat U Good,spotify:track:7tqs4OKzl896INyq5af4Qu
Baro Sura,Goodmorning,Goodmorning,spotify:track:4p7X0UhdnqQNYv0JAlW3Vj
NewJeans,Supernatural,Right Now,spotify:track:58Q3FZFs1YXPpliWQB5kXB
Snoh Aalegra,"- Ugh, those feels again",I Want You Around,spotify:track:2gjidmxtA1pyj2HYrdOTG1
Drake,Dark Lane Demo Tapes,Landed,spotify:track:3KixNgUEaDtrKJVzdqjU5q
Bearcubs,Weather Report,A Cosmic Yes,spotify:track:5Cun0pyJMsnhPA4r0R1mcd
Cleo Sol,Mother,Don't Let It Go to Your Head,spotify:track:6cyOEQBfXRO7RofaFpzlT4
TOKiMONSTA,Get Me Some (AC Slater Remix),Get Me Some (AC Slater Remix),spotify:track:6e6ObZnHUSjjY1KYQDKenO
The Colours That Rise,Grey Doubt,Atmosphere,spotify:track:0PWtb8aCf6vVudatSVUSst
Alberto Baldan Bembo,L'amica di mia madre,Tema di Andrea,spotify:track:4yDUfLfG4wi3Ktfd9Fi7fH
Dana and Alden,"Coyote, You're My Star",Paper Tiger,spotify:track:0xtpfttIr2pzD1NayNvmdO
Loure,Westside Movements,Step In,spotify:track:6L1FzqCRCV3soUkj1Dt1t1
GINGE,Belly,Stranger,spotify:track:7Bkia7vGO91fIb8JHwZXOB
"Tyler, The Creator",Flower Boy,Who Dat Boy (feat. A$AP Rocky),spotify:track:21yRtB6B8EMounImAfHRCP
LaBlue,Blue Phases,Sous la pluie,spotify:track:3w2q61jD2tV4Y5VgR7idHS
Zen Boba,Talk to Yuh,Talk to Yuh,spotify:track:6fwV7mBG3K6eAmSfPmNtK6
EXO,The 1st Album 'XOXO' (Repackage),으르렁 Growl,spotify:track:6xy9JYFKcpb9L62PRNnYW5
Hoody,D-day,Lights,spotify:track:2g7TAroBRBLeZrel1mCK8G
Photay,Photay,Chrome (Digital Bonus),spotify:track:7fDhl9XiTdarv4eq419acq
Lauren Faith,FREE SPIRIT,FREE SPIRIT,spotify:track:30Y7QQKHb4OvQtLwmtQ4uz
Stardust,Music Sounds Better With You,Music Sounds Better With You - Radio Edit,spotify:track:1mv4lh1rW1K6xhxhJmEezy
BENEE,FIRE ON MARZZ,Glitter,spotify:track:23TPP1eeElFfvYVznskwCY
Jo'zzy,Let You Down Let You Go,Let You Down Let You Go,spotify:track:10kkgS1Ua4pgXORO8dUtDL
KR,Play My Shit,Play My Shit,spotify:track:4zbgYJJPs1nQ6j8wfJAhTt
Tame Impala,Posthumous Forgiveness,Posthumous Forgiveness,spotify:track:3rQ0ZaLrkLv8HhAAKSbAC0
Vince Staples,RAMONA PARK BROKE MY HEART,AYE! (FREE THE HOMIES),spotify:track:7CvtBcThQ4piVKkfUXieig
grouptherapy.,"i was mature for my age, but i was still a child",Nasty,spotify:track:4Oh1oqgpwae7V9aiSmfZr3
Tom Misch,Beat Tape 1,Take Me Back,spotify:track:4AcQD4wU9mKspvrLeveCwf
Kendrick Lamar,Mr. Morale & The Big Steppers,Count Me Out,spotify:track:7pj6P5WnxkZsw3XRc8eMe1
Remi Wolf,I'm Allergic To Dogs!,Disco Man,spotify:track:0T7aTl1t15HKHfwep4nANV
Maxo,LIL BIG MAN,Strongside,spotify:track:7rXyvbZbwcSs9MFYKEqae5
Che Ecru,Before I Die,Before I Die,spotify:track:4vSEf1cgyGx0HMV9CPS4RE
Charlie Puth,Attention,Attention,spotify:track:4iLqG9SeJSnt0cSPICSjxv
Kelis,Tasty,Glow,spotify:track:1xvXZfgG3S62hoXJAoCha4
Miraa May,Care Package,Make Room,spotify:track:6PQ3nRYazKnSnj0sYnqfly
The Kount,The Way You Make Me Feel,The Way You Make Me Feel,spotify:track:7iXA7a53fVKxPJFJvebJ8P
Luther Vandross,Luther Vandross,Take You Out,spotify:track:650M98AP1WgRo1jJ0snmoI
Anderson .Paak,Tints (feat. Kendrick Lamar),Tints (feat. Kendrick Lamar),spotify:track:1gnwGVoG7V08vMX3hyr90x
Lowgo,Talk to Me,Talk to Me,spotify:track:3NbJm0B7ZFAEqhR8Rc3ZFk
Mr Twin Sister,Meet the Frownies,Meet the Frownies,spotify:track:5kxinzQqkSJhL7QDdvkDFM
Tom Misch,Geography,It Runs Through Me,spotify:track:02CygBCQOIyEuhNZqHHcNx
Leven Kali,Do U Wrong (feat. Syd),Do U Wrong (feat. Syd),spotify:track:1DMDm0njwzs3G3OF2Yn3cv
King Krule,King Krule,The Noose of Jah City,spotify:track:0wcImcUemunoyKSXn6qqFj
Sango,Soulection Takeover: 2K23 Edition,Mountain Dew,spotify:track:4z0ON0ZGVktEhRAvZscuEo
Ché,CHÉ,SAMSARA,spotify:track:4HH1BwN0Arif7r1sOEZeik
Amanda Barise,fall for you,fall for you,spotify:track:59LRQALH5sd1c7tr84fLkc
Kendrick Lamar,Mr. Morale & The Big Steppers,Savior - Interlude,spotify:track:5PPUw4Xo3Hz6rl4GpBfd3c
Benson Boone,Slow It Down,Slow It Down,spotify:track:6WO7IDGLakjO38lsvI2gHB
Pitch Slapped,Complexion,Back Pocket,spotify:track:7uZyaPY8LRJ2Ww9Z0kG5TQ
Orion Sun,Getaway,intro,spotify:track:6HSTJbYzJCK5jKz7hrsvQh
Fousheé,100 bux,100 bux,spotify:track:25zxKayL0KzDPwPMPuerAh
Drake,Scorpion,Final Fantasy,spotify:track:44Du2IM1bGY7dicmLfXbUs
brandUn DeShay,Volume: One! For The Money,Odd Octubree,spotify:track:6PQ85zj5vEg6sct710Bfcl
Cookiee Kawaii,Vanice,Hey DJ,spotify:track:2UIU6mPRcqieSSiELPVLUJ
Col3trane,Heroine,Superpowers (with GoldLink),spotify:track:1iZjxPc5GJhEBl6CZOZXTw
HONNE,Day 1 ◑ / Sometimes ◐,Day 1 ◑,spotify:track:7AWZvcyaSBxRzaBJcHf9XL
Labrinth,Euphoria (Original Score from the HBO Series),WTF Are We Talking For,spotify:track:096eU6V7NOWbfgIz7r153d
Mysie,DOUBLE DUTCH,DOUBLE DUTCH,spotify:track:7xc8nL2r4N5Ful0QPGlYwB
Frank Ocean,channel ORANGE,Pyramids,spotify:track:4QhWbupniDd44EDtnh2bFJ
Phony Ppl,Before You Get a Boyfriend.,Before You Get a Boyfriend.,spotify:track:4KVTbc2x0EahbAaLHv8TkH
Jack Harlow,Jackman.,Denver,spotify:track:5r30gHLxvhp60XMc5TIIMh
Durand Bernarr,Unblocked,Sam’s Vibe,spotify:track:3iaQVBPvQKorXm5TUFr23W
Jungle,For Ever,Casio,spotify:track:44ZKnfWEkp7wPs035j4Tua
Carter Ace,What They Think,What They Think,spotify:track:7trFlgtG3ZlbiHztR9os18
Olivia Dean,Dy-Na-Mi-Tee,Dy-Na-Mi-Tee,spotify:track:7aMwi1F7qqHAebvmWnKoBi
Brijean,Feelings,Day Dreaming,spotify:track:2AGfpqNqNeER5i2ufTW6V9
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),spotify:track:27NovPIUIRrOZoCHxABJwK
Lizzie Berchie,Under the Sun (Deluxe),Pass Time,spotify:track:7K4ljQxjbS9OKDJAlSDWWA
Charli xcx,Brat and it’s completely different but also still brat,Everything is romantic featuring caroline polachek,spotify:track:1RGidCmtrqER8GBs8TnG9C
Victoria Monét,Smoke (feat. Lucky Daye),Smoke (feat. Lucky Daye),spotify:track:3unpulZnIiKRZ4MCymHfXx
Dabeull,Loving Life,La Vie En Rose,spotify:track:1BMnRTERlvsXEZQvX2i7zM
slowthai,Nothing Great About Britain,T N Biscuits,spotify:track:2tU2dbpcLijyxcINyyzx4v
Glimlip,Stay,Stay,spotify:track:6qgwm3xOv2WX1QPgvVbwfg
Hope Tala,Survival,Survival,spotify:track:00kznnfqqe31BbDcFWmeGe
Jakob,Velvet Light,Velvet Light,spotify:track:41o2ydrj7Xm9Yt5odIBqq4
AUDREY NUNA,a liquid breakfast DELUXE,baby blues remix (feat. BEAM),spotify:track:3jbb596EfReEWvrGB1SORt
JPEGMAFIA,Veteran,Baby I'm Bleeding,spotify:track:5pUudDDuJgIpgKIGk2zmxv
Gabriel Garzón-Montano,The Game,The Game,spotify:track:30WfJB0m3IJKf49E0VJKwK
Peach Tree Rascals,Plus,Plus,spotify:track:6E6n27YzMs6wbiYnERsj3k
AQUIHAYAQUIHAY,Camuflaje,Camuflaje,spotify:track:1tBRi3WFrfPU5bBx8oJ4cs
Blood Orange,Negro Swan,Jewelry,spotify:track:3boUSTv7CwQRiWuq8ZPjYi
Victoria Monét,JAGUAR II,On My Mama,spotify:track:7DswEZZthZ6piQpL25qGAM
Jai Paul,Leak 04-13 (Bait Ones),Zion Wolf Theme - Unfinished,spotify:track:4gXzqH2l6fUxK0t3Zx6lUz
Bentley,Everybody,Everybody,spotify:track:7rrPANmUDxWbA9e6rtenLa
Essosa,Waste My Time,Waste My Time,spotify:track:3xeDr86GnwkxhHQIit7NL9
Amaarae,Passionfruit Summers,Catching a Wav,spotify:track:0sukMKZuyisx7MW4zESKRF
Eric Ryan,So Bad,So Bad,spotify:track:4kmlQ6MDn6ZyUhUx8pgMb2
Mac Miller,The Divine Feminine,Stay,spotify:track:4brX8MJs5hxErgq48f9REO
Planet Giza,Das U,Das U,spotify:track:3zN3TNLf2BHR9889yhofot
Flume,"My Boo (feat. Vince Staples, Kučka, Ngaiire & Vera Blue) [Triple J Like A Version]","My Boo (feat. Vince Staples, Kučka, Ngaiire & Vera Blue) [Triple J Like A Version]",spotify:track:4eC0UAMztwMLXAU4MV1mUF
Lil Silva,Yesterday Is Heavy,Be Cool,spotify:track:3tB6YFd9UgvElnipIZMNLk
Chance the Rapper,Coloring Book,All Night (feat. Knox Fortune),spotify:track:60xaS8mYBKUW4VQQ666N0T
Pitch Slapped,Complexion,Expensive,spotify:track:6rB39KFcYXaQhWY9vQKSut
"Tyler, The Creator",I Know NIGO!,"Come On, Let's Go (with Nigo)",spotify:track:6f44p3Kc4ayD9VtbC9Clkr
KAYTRANADA,DYSFUNCTIONAL,DYSFUNCTIONAL,spotify:track:60y3oBiHHIlOzUFZRWP6Ak
Mad Keys,Currents,The Hues of Your Smile,spotify:track:0EXG1rmbXdgcr0kjSg3rpR
